hour,city,latitude,longitude,temp,wind_speed,humidity,date,temp_category,wind_category,humidity_category
12,Itanagar,27.100174,93.604004,27.2,3.2,89,2026-06-03,Medium,Low,Very High
13,Itanagar,27.100174,93.604004,26.7,3.4,91,2026-06-03,Medium,Low,Very High
14,Itanagar,27.100174,93.604004,26.2,3.4,92,2026-06-03,Medium,Low,Very High
15,Itanagar,27.100174,93.604004,25.6,2.9,94,2026-06-03,Medium,Low,Very High
16,Itanagar,27.100174,93.604004,25.0,2.4,95,2026-06-03,Cool,Low,Very High
17,Itanagar,27.100174,93.604004,24.5,1.9,96,2026-06-03,Cool,Low,Very High
18,Itanagar,27.100174,93.604004,24.1,1.4,97,2026-06-03,Cool,Low,Very High
19,Itanagar,27.100174,93.604004,23.8,1.2,98,2026-06-03,Cool,Low,Very High
20,Itanagar,27.100174,93.604004,23.5,0.8,99,2026-06-03,Cool,Low,Very High
21,Itanagar,27.100174,93.604004,23.3,0.5,100,2026-06-03,Cool,Low,Very High
22,Itanagar,27.100174,93.604004,23.2,0.2,100,2026-06-03,Cool,Low,Very High
23,Itanagar,27.100174,93.604004,23.3,0.4,100,2026-06-03,Cool,Low,Very High
