hour,city,latitude,longitude,temp,wind_speed,humidity,date,temp_category,wind_category,humidity_category
21,Bengaluru,12.970123,77.56364,21.1,10.5,98,2026-06-03,Cool,High,Very High
22,Bengaluru,12.970123,77.56364,20.8,10.6,98,2026-06-03,Cool,High,Very High
23,Bengaluru,12.970123,77.56364,20.5,10.6,99,2026-06-03,Cool,High,Very High
0,Bengaluru,12.970123,77.56364,20.5,10.8,98,2026-06-04,Cool,High,Very High
1,Bengaluru,12.970123,77.56364,21.1,11.6,93,2026-06-04,Cool,High,Very High
2,Bengaluru,12.970123,77.56364,22.1,12.3,87,2026-06-04,Cool,High,Very High
3,Bengaluru,12.970123,77.56364,23.2,12.8,82,2026-06-04,Cool,High,Very High
4,Bengaluru,12.970123,77.56364,24.4,12.8,76,2026-06-04,Cool,High,High
5,Bengaluru,12.970123,77.56364,25.6,12.4,71,2026-06-04,Medium,High,High
6,Bengaluru,12.970123,77.56364,26.5,12.1,67,2026-06-04,Medium,High,High
7,Bengaluru,12.970123,77.56364,26.5,12.5,68,2026-06-04,Medium,High,High
8,Bengaluru,12.970123,77.56364,25.8,13.6,71,2026-06-04,Medium,High,High
9,Bengaluru,12.970123,77.56364,24.9,15.0,75,2026-06-04,Cool,High,High
10,Bengaluru,12.970123,77.56364,23.8,16.2,81,2026-06-04,Cool,Very High,Very High
11,Bengaluru,12.970123,77.56364,22.8,17.0,87,2026-06-04,Cool,Very High,Very High
12,Bengaluru,12.970123,77.56364,22.1,17.3,91,2026-06-04,Cool,Very High,Very High
13,Bengaluru,12.970123,77.56364,21.8,17.0,93,2026-06-04,Cool,Very High,Very High
14,Bengaluru,12.970123,77.56364,21.6,15.8,95,2026-06-04,Cool,Very High,Very High
15,Bengaluru,12.970123,77.56364,21.6,14.4,96,2026-06-04,Cool,High,Very High
16,Bengaluru,12.970123,77.56364,21.6,12.9,97,2026-06-04,Cool,High,Very High
17,Bengaluru,12.970123,77.56364,21.6,11.7,97,2026-06-04,Cool,High,Very High
18,Bengaluru,12.970123,77.56364,21.5,11.0,98,2026-06-04,Cool,High,Very High
19,Bengaluru,12.970123,77.56364,21.4,10.8,98,2026-06-04,Cool,High,Very High
20,Bengaluru,12.970123,77.56364,21.1,10.9,99,2026-06-04,Cool,High,Very High
21,Bengaluru,12.970123,77.56364,20.9,11.0,99,2026-06-04,Cool,High,Very High
22,Bengaluru,12.970123,77.56364,20.6,11.5,100,2026-06-04,Cool,High,Very High
23,Bengaluru,12.970123,77.56364,20.6,11.8,98,2026-06-04,Cool,High,Very High
